Date,Open,High,Low,Close Price,Adj Close,Volume
2003-01-22,16.99,17,15.78,16.360001,12.01134,19615995
2003-01-23,16.4,16.940001,15.78,16.700001,12.260966,15685710
2003-01-24,16.780001,16.959999,15.67,15.86,11.644245,14368165
2003-01-27,15.91,16,14.7,15.08,11.071577,11261500
2003-01-28,15.49,15.62,14.69,15.15,11.12297,11237070
2003-01-29,15.2,15.68,14.94,15.11,11.093603,9104215
2003-01-30,15.3,15.4,14.59,14.71,10.799928,4960955
2003-01-31,14.89,14.89,14.11,14.29,10.491568,6189775
2003-02-03,14.45,15.22,14.33,15.1,11.08626,7500065
2003-02-04,15.4,16.190001,15.2,15.73,11.5488,14555485
2003-02-05,15.62,15.77,15.26,15.61,11.460697,6499895
2003-02-06,15.58,16.6,15.4,16.5,12.114127,14583260
2003-02-07,16.700001,16.700001,15.81,16.25,11.930579,11087595
2003-02-10,15.88,16.32,15.64,15.71,11.534118,10237530
2003-02-11,15.86,16,15.44,15.65,11.490066,6932145
2003-02-12,15.1,16.07,15.1,15.69,11.519432,8276375
2003-02-13,15.69,15.69,15.69,15.69,11.519432,0
2003-02-14,15.72,15.78,15.27,15.37,11.284494,6731905
2003-02-17,15.54,16.4,15.42,16.299999,11.967289,6620480
2003-02-18,16.540001,17.139999,16.51,16.959999,12.451853,12829410
2003-02-19,17,18.040001,16.959999,17.73,13.01718,19115535
2003-02-20,17.799999,18.139999,17.049999,17.34,12.730847,21657015
2003-02-21,17.32,17.889999,16.969999,17.67,12.973127,14333010
2003-02-24,17.85,18.200001,17.610001,17.719999,13.009838,9675525
2003-02-25,17.48,17.700001,16.84,16.940001,12.437174,11462170
2003-02-26,17,17.209999,15.92,15.98,11.732348,21188790
2003-02-27,16.01,17.5,15.74,17.24,12.657428,23874005
2003-02-28,17.65,17.690001,16.42,16.66,12.231596,22537220
2003-03-03,17.030001,18.780001,17.030001,18.110001,13.296171,23931380
2003-03-04,18.08,18.08,17.530001,17.85,13.105283,15284540
2003-03-05,17.879999,18.92,17.200001,18.719999,13.744026,19265810
2003-03-06,18.780001,19.299999,18.120001,18.540001,13.611874,41063360
2003-03-07,17.5,18.190001,17.5,17.639999,12.9511,15137485
2003-03-10,17.98,17.98,17,17.08,12.539954,11827050
2003-03-11,16.889999,18.02,16.25,17.780001,13.053889,24080550
2003-03-12,18.040001,19.139999,18.02,18.93,13.89821,33805435
2003-03-13,19.049999,19.200001,17.98,18.83,13.824787,22481695
2003-03-14,18.83,18.83,18.83,18.83,13.824787,0
2003-03-17,18.98,19.379999,18.059999,19.09,14.015677,16625390
2003-03-18,19.09,19.09,19.09,19.09,14.015677,0
2003-03-19,19.309999,19.780001,19.02,19.41,14.250618,14978605
2003-03-20,18.99,19.940001,18.799999,19.690001,14.456191,23791460
2003-03-21,19.82,20.559999,19.82,20.209999,14.83797,17723920
2003-03-24,20.219999,20.35,19.549999,19.719999,14.478217,6960370
2003-03-25,19.15,19.76,19.110001,19.629999,14.412138,9166260
2003-03-26,19.74,20.24,19.5,19.6,14.390116,8644605
2003-03-27,19.51,20.76,19.51,20.59,15.116959,15149945
2003-03-28,20.58,21.5,20.34,21.190001,15.557477,15118410
2003-03-31,20.82,21,20.17,20.35,14.940758,8434155
2003-04-01,20.26,20.450001,19.450001,19.66,14.434167,11869235
2003-04-02,19.959999,20.629999,19.93,20.49,15.04354,9474560
2003-04-03,20.67,21.24,20.200001,21.110001,15.498738,13677950
2003-04-04,21.299999,21.780001,20.92,21.690001,15.92457,13426805
2003-04-07,22.4,22.4,21.43,21.969999,16.130144,8127835
2003-04-08,21.799999,22.780001,21.42,22.59,16.58534,11682655
2003-04-09,22.4,22.940001,20.950001,21.309999,15.64558,12472540
2003-04-10,21,21.799999,20.379999,20.99,15.410637,10800825
2003-04-11,21,21.9,20.9,21.08,15.476715,8878365
2003-04-14,null,null,null,null,null,null
2003-04-15,21.18,21.280001,19.4,20.91,15.351902,11610070
2003-04-16,20.82,21.65,20.82,21.219999,15.579503,7913255
2003-04-17,21.1,21.799999,20.709999,21.23,15.586841,7242435
2003-04-18,21.23,21.23,21.23,21.23,15.586841,0
2003-04-21,21.17,21.98,21.17,21.860001,16.049381,7120515
2003-04-22,21.9,22.1,21.02,21.27,15.616207,3932860
2003-04-23,21.35,21.6,20.219999,20.370001,14.955438,8491215
2003-04-24,20.4,21.5,20.200001,20.780001,15.256459,10366750
2003-04-25,20.940001,22.52,20.82,22.09,16.218248,16800525
2003-04-28,22.200001,24.139999,21.799999,23.73,17.422318,26193010
2003-04-29,23.959999,23.959999,22.43,22.75,16.70281,25315195
2003-04-30,22.9,24.02,22.42,23.67,17.378263,18084365
2003-05-01,23.67,23.67,23.67,23.67,17.378263,0
2003-05-02,23.4,24.469999,23.34,24.27,17.818781,14162110
2003-05-05,24.540001,25.950001,24.42,25.75,18.90538,13709700
2003-05-06,25.92,26.32,24.940001,25.26,18.545628,16796075
2003-05-07,25.5,25.940001,24.4,24.459999,17.958275,11796225
2003-05-08,24.799999,25,24.4,24.73,18.156507,9218620
2003-05-09,24.799999,25.18,24.4,24.719999,18.149162,8798025
2003-05-12,24.950001,29.67,24.92,28.889999,21.210733,44265660
2003-05-13,28.98,29.1,27.040001,27.26,20.014008,30769675
2003-05-14,27.219999,31,27.219999,29.85,21.915558,43412080
2003-05-15,29.9,30,28.440001,28.75,21.107946,37539215
2003-05-16,29,29.860001,27.52,27.99,20.549965,37709800
2003-05-19,28.389999,28.57,26.9,27.860001,20.454521,33485070
2003-05-20,27.4,29.5,27.030001,29.299999,21.511751,36311285
2003-05-21,29.700001,30.299999,28.370001,28.77,21.122631,30498250
2003-05-22,29.200001,30.24,27.91,29.959999,21.996315,45269015
2003-05-23,30.32,30.66,29.23,30.049999,22.062393,28472205
2003-05-26,30.23,35.529999,28.67,34.290001,25.175356,89266570
2003-05-27,34.57,34.650002,32.52,32.990002,24.220909,42995290
2003-05-28,33.200001,37.740002,31.85,36.630001,26.893364,87524180
2003-05-29,37.599998,38.759998,35.619999,37.990002,27.891861,60385615
2003-05-30,38.099998,39.189999,35.049999,35.810001,26.291323,51451045
2003-06-02,30.4,31.08,28.65,28.65,21.034527,61268270
2003-06-03,27.66,31.950001,27.66,31.040001,22.789242,79898495
2003-06-04,31.34,32.400002,30.700001,32.119999,23.582167,43486460
2003-06-05,33.200001,34.740002,30.25,31.049999,22.796581,48454310
2003-06-06,32.400002,32.400002,29.469999,30.23,22.194548,28053665
2003-06-09,31.08,31.6,29.719999,30.139999,22.128471,15632250
2003-06-10,28.030001,29.49,26.91,27.690001,20.329708,29722890
2003-06-11,28.200001,30.780001,28.02,30.389999,22.312017,37979620
2003-06-12,30.809999,31.299999,29.66,29.92,21.966949,23514990
2003-06-13,30.08,30.360001,28.700001,29.200001,21.438332,22358640
2003-06-16,28.9,28.9,27.93,28.139999,20.660093,17601040
2003-06-17,28.42,30.540001,28.200001,30.059999,22.069736,32638740
2003-06-18,30.4,30.450001,28.620001,28.92,21.232758,17297450
2003-06-19,29.200001,29.98,28.969999,29.610001,21.739353,19979750
2003-06-20,30.08,30.92,29.92,30.51,22.400124,21900095
2003-06-23,30.76,31.35,29.66,29.9,21.952265,16673375
2003-06-24,30,30.459999,29.450001,29.959999,21.996315,12660105
2003-06-25,30.4,30.969999,30.299999,30.700001,22.539614,19244580
2003-06-26,30.9,32.360001,30.450001,30.700001,22.539614,30127415
2003-06-27,30.860001,31.950001,30.139999,31.389999,23.046207,21727310
2003-06-30,31.639999,32.25,30.799999,31.059999,22.803925,18223415
2003-07-01,31.58,31.58,30.35,30.540001,22.422148,10506705
2003-07-02,30.799999,31.26,30.35,30.700001,22.539614,9396350
2003-07-03,30.92,33.150002,30.559999,32.77,24.059391,35633490
2003-07-04,33,33.369999,32.049999,32.369999,23.765713,17575285
2003-07-07,32.41,32.77,31.629999,31.98,23.47938,10733285
2003-07-08,32.220001,32.380001,30.42,30.74,22.568989,14424440
2003-07-09,30.92,31.48,29.6,29.98,22.011,14262585
2003-07-10,30.18,31.370001,30.02,30.889999,22.679115,13443780
2003-07-11,31.08,34.080002,31.01,32.84,24.110779,34121105
2003-07-14,33.310001,35.18,33.310001,34.919998,25.637896,25476930
2003-07-15,35.41,36.080002,34,35.189999,25.836128,18156415
2003-07-16,35.700001,36.779999,35.150002,36.450001,26.761209,20012390
2003-07-17,36.599998,36.919998,33.529999,34.169998,25.087254,19989065
2003-07-18,33.380001,34.98,33.060001,34.52,25.344223,15978755
2003-07-21,35.200001,35.580002,34.099998,34.369999,25.234087,11087165
2003-07-22,33.799999,34.48,32.220001,32.68,23.993313,15078850
2003-07-23,32.34,34.400002,32.110001,33.669998,25.261255,17158460
2003-07-24,34.049999,34.380001,33.25,33.599998,25.208735,13362945
2003-07-25,33.799999,34.990002,33.66,34.84,26.139059,13242800
2003-07-28,35.369999,35.400002,34.57,34.970001,26.236593,10920290
2003-07-29,35.02,35.02,30.4,33.400002,25.058685,18648405
2003-07-30,33.700001,34.759998,33.380001,34.540001,25.913979,12553165
2003-07-31,34.959999,35.59,33.700001,34.07,25.561356,10324715
2003-08-01,34.200001,34.599998,33.599998,34.16,25.628878,6630600
2003-08-04,33.880001,33.880001,32.240002,32.860001,24.653543,8237965
2003-08-05,33.080002,33.650002,31.02,31.17,23.385601,10640930
2003-08-06,31.299999,31.379999,29.84,30.23,22.680359,13809840
2003-08-07,31,32,30.540001,31.690001,23.77574,11156745
2003-08-08,32.310001,33.119999,31.950001,32.939999,24.713562,9241005
2003-08-11,33,33,31.84,32.290001,24.225889,6008985
2003-08-12,32.880001,32.880001,31.440001,31.6,23.708214,4656515
2003-08-13,32.029999,32.389999,31.129999,31.879999,23.918287,6933905
2003-08-14,32.400002,33.5,31.469999,31.709999,23.790743,6134780
2003-08-15,null,null,null,null,null,null
2003-08-18,31.940001,31.950001,30.879999,31.049999,23.295568,4508960
2003-08-19,31.34,31.9,30.450001,30.59,22.950451,4541935
2003-08-20,30.700001,32.360001,30.5,31.83,23.880772,8440435
2003-08-21,32.599998,33.080002,32.220001,32.669998,24.51099,9921440
2003-08-22,32.630001,33.380001,32.459999,32.959999,24.728563,7297320
2003-08-25,33.59,34.689999,30.200001,31.98,23.993315,13248410
2003-08-26,32.419998,33.400002,32.419998,33.25,24.946142,5416625
2003-08-27,33.650002,35.380001,32.709999,34.919998,26.199076,11177090
2003-08-28,35.279999,36.68,35,35.290001,26.476671,16334300
2003-08-29,35.400002,35.57,34.200001,34.650002,25.99651,9580535
2003-09-01,34.68,35.18,33.419998,33.75,25.321278,7397495
2003-09-02,33.599998,34.68,33.450001,34.27,25.711405,6946840
2003-09-03,34.400002,34.700001,32.73,33.080002,24.8186,6241965
2003-09-04,33.400002,33.599998,32.200001,32.580002,24.44347,4107510
2003-09-05,33.18,33.18,32.560001,32.82,24.623531,2088410
2003-09-08,33.080002,33.66,32.700001,33.27,24.961151,3008110
2003-09-09,33.380001,33.599998,32,32.310001,24.2409,5189530
2003-09-10,32.200001,33.389999,31.9,33.139999,24.863613,6138000
2003-09-11,33.009998,36.560001,33.009998,35.759998,26.829288,32820670
2003-09-12,35.799999,36.700001,33.93,35.049999,26.296612,29536725
2003-09-15,35.540001,35.68,32.119999,32.470001,24.360943,12774015
2003-09-16,32.560001,35.68,31.799999,35.200001,26.409153,17302600
2003-09-17,35.599998,36.380001,33.310001,33.73,25.306269,13128060
2003-09-18,33.799999,33.799999,31.610001,31.799999,23.858263,12684555
2003-09-19,32.400002,33.360001,30.84,32.060001,24.053335,16456870
2003-09-22,32.419998,32.759998,31.41,31.58,23.693207,6560895
2003-09-23,31.6,32.220001,31.059999,31.85,23.895779,16844155
2003-09-24,32.400002,33.5,32.049999,33.209999,24.916132,10900610
2003-09-25,33.200001,34.18,32.43,33.279999,24.968653,15427130
2003-09-26,33.610001,34.560001,33.52,34.34,25.763929,13613275
2003-09-29,34.599998,36,34.599998,35.310001,26.49168,20285815
2003-09-30,35.599998,37.560001,35.599998,37.240002,27.939678,32935490
2003-10-01,37.400002,39.360001,36.950001,37.689999,28.277296,37775555
2003-10-02,null,null,null,null,null,null
2003-10-03,37.98,39.27,37.98,39,29.260139,19539150
2003-10-06,39.43,40.950001,39.25,39.759998,29.830328,24117875
2003-10-07,40.220001,40.34,38.299999,38.529999,28.907507,13236850
2003-10-08,38.700001,40.18,38.700001,39.580002,29.695284,21640215
2003-10-09,40.18,40.599998,39.200001,39.759998,29.830328,17925630
2003-10-10,40.18,40.279999,38.959999,39.299999,29.485216,9820190
2003-10-13,39.599998,42,38.91,41.830002,31.383373,23141105
2003-10-14,42.220001,43,40.220001,41.099998,30.835684,30085750
2003-10-15,41.240002,42.98,40.68,42.459999,31.856035,24209645
2003-10-16,43.200001,44.759998,42.900002,44.41,33.319038,24321330
2003-10-17,44.799999,45.889999,43.02,43.529999,32.658806,34775915
2003-10-20,43.599998,44.450001,41.419998,41.66,31.255829,18732690
2003-10-21,42,42.240002,38,38.450001,28.847504,41402300
2003-10-22,39.400002,39.48,36.619999,37.73,28.30731,27349080
2003-10-23,38.5,39.860001,36.119999,36.459999,27.354475,48379045
2003-10-24,36.880001,38.700001,35.209999,38.279999,28.719946,47521450
2003-10-27,38.580002,38.599998,36.419998,36.610001,27.467018,21264580
2003-10-28,36.889999,36.889999,35.009998,35.380001,26.544195,27257260
2003-10-29,36,38.200001,35.799999,37.93,28.457365,34593480
2003-10-30,38.439999,40.209999,37.799999,39.560001,29.680283,38735690
2003-10-31,39.330002,41.150002,39.200001,40.599998,30.460552,28187295
2003-11-03,40.970001,41.400002,38.259998,38.59,28.952534,38304860
2003-11-04,38.880001,40.799999,38.779999,40.400002,30.310497,29144310
2003-11-05,40.580002,41.689999,39.279999,39.700001,29.785316,37356900
2003-11-06,40.200001,40.380001,39.009998,39.540001,29.665276,15733685
2003-11-07,39.299999,39.700001,38.299999,38.560001,28.930023,17588620
2003-11-10,39,39,36.700001,37.240002,27.939678,11441480
2003-11-11,37.200001,38.279999,37.200001,37.490002,28.127245,12463875
2003-11-12,38.16,38.389999,37.27,37.439999,28.089729,15077595
2003-11-13,37.990002,38.299999,36.43,36.720001,27.549543,12477910
2003-11-14,37,37.099998,35.200001,35.369999,26.536694,12932180
2003-11-17,36,36.400002,35.419998,36.029999,27.031862,10055935
2003-11-18,36.400002,36.959999,35.209999,35.529999,26.656729,10080575
2003-11-19,35.400002,35.400002,33.57,33.880001,25.41881,11477360
2003-11-20,33.849998,34.529999,33,33.169998,24.886118,10007665
2003-11-21,33.580002,34.200001,32.860001,34.040001,25.538851,13815195
2003-11-24,34.290001,34.779999,34.029999,34.369999,25.786428,8546580
2003-11-25,34.880001,35.279999,34.419998,34.98,26.244093,9167325
2003-11-26,null,null,null,null,null,null
2003-11-27,35.200001,36.259998,35.099998,35.700001,26.784281,13166795
2003-11-28,36.060001,37.09,35.240002,36.889999,27.677092,18002505
2003-12-01,37.279999,37.400002,36.119999,36.240002,27.189419,10866565
2003-12-02,36.779999,37.5,36.220001,36.799999,27.609568,17955985
2003-12-03,37.57,37.57,36.400002,36.619999,27.474518,12280995
2003-12-04,36.599998,37.599998,36.599998,36.950001,27.722103,11102750
2003-12-05,37.400002,38.099998,35.73,36.040001,27.039368,17652795
2003-12-08,36.200001,36.34,35.060001,35.299999,26.484171,8257135
2003-12-09,35.619999,36.619999,35.5,36.470001,27.361979,7286745
2003-12-10,36.400002,36.59,35.310001,35.57,26.686747,7193650
2003-12-11,35.849998,36.400002,35.639999,36.27,27.211924,8376605
2003-12-12,36.619999,37.099998,36.419998,36.59,27.452009,9179335
2003-12-15,37.560001,37.560001,36.580002,36.75,27.57205,6780250
2003-12-16,36.740002,36.740002,35.34,35.84,26.88932,8412325
2003-12-17,36.18,36.189999,35.599998,35.810001,26.866806,5686000
2003-12-18,36.060001,36.25,35.16,35.880001,26.919327,8365130
2003-12-19,35.799999,36.740002,35.799999,36.619999,27.862795,9438445
2003-12-22,36.779999,39.990002,36.689999,39.459999,30.023649,24638240
2003-12-23,40,41,39.650002,40.18,30.57147,25104145
2003-12-24,40.400002,42.869999,40.23,42.09,32.024715,34092850
2003-12-25,null,null,null,null,null,null
2003-12-26,42.580002,45.02,42.580002,44.82,34.101864,28384690
2003-12-29,45.34,46.5,44.040001,45.959999,34.969246,15866245
2003-12-30,46,48.599998,46,47.439999,36.095333,27710590
2003-12-31,47.759998,48.860001,47.02,48.27,36.726845,18572875
2004-01-01,48.400002,49.380001,48.099998,48.34,36.780106,10585680
2004-01-02,48.400002,49.380001,47.830002,48.040001,36.551849,7136565
2004-01-05,48.5,48.720001,46.849998,47.709999,36.300758,11490345
2004-01-06,46.599998,49,45.400002,47.77,36.346413,12423590
2004-01-07,47,49.669998,47,48.18,36.658367,25853445
2004-01-08,48.84,55.400002,48.450001,53.049999,40.363762,19096665
2004-01-09,54.400002,55.740002,53.900002,55.02,41.862671,11165625
2004-01-12,55.599998,60.66,54.900002,59.73,45.446335,20932405
2004-01-13,59,60.400002,58.139999,58.68,44.647427,15256920
2004-01-14,58.799999,61.34,58.799999,60.310001,45.887634,18107480
2004-01-15,61,62.02,58.68,59.200001,45.043083,12381890
2004-01-16,58.799999,59.400002,53.220001,55.630001,42.326801,11886865
2004-01-19,55,57,53.040001,56.150002,42.722443,6852100
2004-01-20,57,57.400002,51.439999,52.549999,39.983341,6361865
2004-01-21,52.200001,52.34,49,49.830002,37.913792,8645925
2004-01-22,50.200001,54.580002,49.799999,51.330002,39.055088,13177205
2004-01-23,52.68,54.599998,51.279999,53.93,41.033329,8402230
2004-01-26,null,null,null,null,null,null
2004-01-27,54.990002,56.310001,53.400002,56.049999,42.646351,6315380
2004-01-28,56,60.07,55.990002,58.509998,44.518078,17725700
2004-01-29,58.540001,58.540001,54.799999,55.57,42.281143,8144445
2004-01-30,55.599998,56.200001,51.220001,51.779999,39.397476,12789080
2004-02-02,null,null,null,null,null,null
2004-02-03,51.599998,52.189999,47.060001,47.689999,36.285545,13554025
2004-02-04,49,49.369999,46,48.48,36.886627,14199720
2004-02-05,49.599998,52.84,48.82,50.09,38.111614,17468455
2004-02-06,50.599998,52.200001,49.860001,51.709999,39.344219,8167495
2004-02-09,52,55.599998,52,55.299999,42.07571,11962875
2004-02-10,56,56,52.799999,54.009998,41.0942,12870750
2004-02-11,54.41,56.869999,54.41,56.299999,42.836571,15398395
2004-02-12,56.400002,56.400002,53,54.860001,41.740932,8622245
2004-02-13,56,56,54.200001,55.349998,42.113754,7013390
2004-02-16,55.490002,55.599998,53.18,53.369999,40.607246,7842685
2004-02-17,53.759998,54.700001,53.200001,54.360001,41.360497,6285385
